model_path,CIN,COUT,feature_0,feature_1,latency
fc_prior_A7LQRP.pt,798,1000,0.7985,1.597,0.12348930000000001
fc_prior_LG5TTO.pt,799,1000,0.7995,1.599,0.14582237999999997
fc_prior_XT0J0J.pt,799,1000,0.7995,1.599,0.13633510000000001
fc_prior_GBXQQU.pt,801,1000,0.8015,1.603,0.13736794000000002
fc_prior_4S6KOL.pt,801,1000,0.8015,1.603,0.11404686000000001
fc_prior_ZTZ98P.pt,807,1000,0.8075,1.615,0.12116663999999998
fc_prior_6FITTQ.pt,813,1000,0.8135,1.627,0.12166242000000003
fc_prior_5UCLNX.pt,815,1000,0.8155,1.631,0.12269290000000002
fc_prior_HS3HWJ.pt,823,1000,0.8235,1.647,0.11853462000000001
fc_prior_GYC833.pt,836,1000,0.8365,1.673,0.12601459999999995
fc_prior_JJSYJI.pt,844,1000,0.8445,1.689,0.0225382
fc_prior_17COMR.pt,845,1000,0.8455,1.691,0.11842748000000002
fc_prior_Q5VO2Y.pt,849,1000,0.8495,1.699,0.12236552000000003
fc_prior_98GCIP.pt,856,1000,0.8565,1.713,0.12090156000000002
fc_prior_H8ALXC.pt,859,1000,0.8595,1.719,0.11504346
fc_prior_WIN99K.pt,863,1000,0.8635,1.727,0.13139145999999996
fc_prior_HWF224.pt,864,1000,0.8645,1.729,0.13433352000000004
fc_prior_OCKTJD.pt,867,1000,0.8675,1.735,0.11926091999999999
fc_prior_LEW5NJ.pt,872,1000,0.8725,1.745,0.13749811999999997
fc_prior_GC64OD.pt,873,1000,0.8735,1.747,0.13283825999999999
fc_prior_746FLR.pt,881,1000,0.8815,1.763,0.11663961999999999
fc_prior_D20PL9.pt,893,1000,0.8935,1.787,0.12389879999999996
fc_prior_UPGGM0.pt,894,1000,0.8945,1.789,0.11580410000000003
fc_prior_O443SD.pt,896,1000,0.8965,1.793,0.12090239999999998
fc_prior_DBP4GQ.pt,900,1000,0.9005,1.801,0.11685737999999996
fc_prior_7HA1MD.pt,902,1000,0.9025,1.805,0.10539325999999999
fc_prior_5WIZG7.pt,903,1000,0.9035,1.807,0.13724784
fc_prior_98IO6V.pt,904,1000,0.9045,1.809,0.10721117999999999
fc_prior_K3OMTK.pt,912,1000,0.9125,1.825,0.11735182000000002
fc_prior_4VSO5K.pt,913,1000,0.9135,1.827,0.12673457999999996
fc_prior_5GJQDO.pt,915,1000,0.9155,1.831,0.11473834
fc_prior_IJNZPH.pt,916,1000,0.9165,1.833,0.11817413999999996
fc_prior_NSQDWI.pt,919,1000,0.9195,1.839,0.12061306
fc_prior_833UYD.pt,921,1000,0.9215,1.843,0.12144943999999996
fc_prior_6YKJHL.pt,923,1000,0.9235,1.847,0.11753130000000002
fc_prior_24LFE6.pt,931,1000,0.9315,1.863,0.15302834000000004
fc_prior_I9LTWB.pt,939,1000,0.9395,1.879,0.12714868
fc_prior_W6IHWI.pt,940,1000,0.9405,1.881,0.026524040000000006
fc_prior_BZNG6Z.pt,950,1000,0.9505,1.901,0.11956721999999997
fc_prior_BBOL3A.pt,953,1000,0.9535,1.907,0.12066297999999998
fc_prior_H7BJ8Y.pt,954,1000,0.9545,1.909,0.12114314
fc_prior_JB27RC.pt,962,1000,0.9625,1.925,0.10993463999999997
fc_prior_7SVARS.pt,977,1000,0.9775,1.955,0.11518713999999998
fc_prior_OGY75S.pt,981,1000,0.9815,1.963,0.13846102000000002
fc_prior_LNXTI3.pt,985,1000,0.9855,1.971,0.11402023999999997
fc_prior_3CEJMS.pt,986,1000,0.9865,1.973,0.12195299999999998
fc_prior_H4W9D0.pt,1001,1000,1.0015,2.003,0.1639925
fc_prior_A10T19.pt,1009,1000,1.0095,2.019,0.14529808000000002
fc_prior_YTTDC6.pt,1011,1000,1.0115,2.023,0.14361044
fc_prior_FIABLO.pt,1013,1000,1.0135,2.027,0.16638714000000004
fc_prior_S55K87.pt,1024,1000,1.0245,2.049,0.12839396
fc_prior_U0191X.pt,1029,1000,1.0295,2.059,0.13648844000000002
fc_prior_4RDPFN.pt,1031,1000,1.0315,2.063,0.14554957999999998
fc_prior_9RTUFG.pt,1037,1000,1.0375,2.075,0.13630236
fc_prior_EX7EJT.pt,1050,1000,1.0505,2.101,0.19269192000000002
fc_prior_PNEEH4.pt,1071,1000,1.0715,2.143,0.17467098000000003
fc_prior_WNIWSK.pt,1075,1000,1.0755,2.151,0.16670916000000002
fc_prior_706OK8.pt,1076,1000,1.0765,2.153,0.1308298
fc_prior_FMYQZ5.pt,1078,1000,1.0785,2.157,0.12671834
fc_prior_JWFP5Z.pt,1086,1000,1.0865,2.173,0.28696382000000004
fc_prior_MZYM0W.pt,1090,1000,1.0905,2.181,0.12894083999999995
fc_prior_TYG4Z3.pt,1091,1000,1.0915,2.183,0.13516849999999997
fc_prior_TD777T.pt,1098,1000,1.0985,2.197,0.13289889999999996
fc_prior_LBJUQY.pt,1099,1000,1.0995,2.199,0.13182704
fc_prior_NV2R8G.pt,1101,1000,1.1015,2.203,0.17622065999999997
fc_prior_2P0T4W.pt,1109,1000,1.1095,2.219,0.13901483999999995
fc_prior_J5LWJK.pt,1111,1000,1.1115,2.223,0.17834953999999997
fc_prior_EPTZKF.pt,1114,1000,1.1145,2.229,0.14423876000000002
fc_prior_YXCZ25.pt,1117,1000,1.1175,2.235,0.13244818000000003
fc_prior_5Z0V29.pt,1119,1000,1.1195,2.239,0.12447122000000001
fc_prior_7Z38Q4.pt,1122,1000,1.1225,2.245,0.13058357999999998
fc_prior_CITRUZ.pt,1164,1000,1.1645,2.329,0.13141318
fc_prior_U33H26.pt,1182,1000,1.1825,2.365,0.16365972000000004
fc_prior_3Q6TP3.pt,1191,1000,1.1915,2.383,0.14031762
fc_prior_FOULDW.pt,1195,1000,1.1955,2.391,0.14898685999999997
fc_prior_8FPF37.pt,1213,1000,1.2135,2.427,0.15495121999999997
fc_prior_TBEF5Y.pt,1235,1000,1.2355,2.471,0.15077963999999996
fc_prior_96H5UU.pt,1237,1000,1.2375,2.475,0.14644396
fc_prior_GCZJ8T.pt,1286,1000,1.2865,2.573,0.12631048
fc_prior_6E5AQ1.pt,1288,1000,1.2885,2.577,0.13011559999999997
fc_prior_84HIUQ.pt,1296,1000,1.2965,2.593,0.15433780000000002
fc_prior_7S3BV2.pt,1309,1000,1.3095,2.619,0.15722119999999998
fc_prior_S684RA.pt,1344,1000,1.3445,2.689,0.15807468
fc_prior_G0W5I2.pt,1346,1000,1.3465,2.693,0.16941843999999995
fc_prior_JT5I11.pt,1359,1000,1.3595,2.719,0.16183398000000002
fc_prior_AK2NB1.pt,1401,1000,1.4015,2.803,0.17116519999999993
fc_prior_N8TWIU.pt,1405,1000,1.4055,2.811,0.16983248
fc_prior_QNFF7I.pt,1423,1000,1.4235,2.847,0.16292354000000003
fc_prior_06TCRQ.pt,1440,1000,1.4405,2.881,0.19290125999999996
fc_prior_P8DEVS.pt,1456,1000,1.4565,2.913,0.19494071999999998
fc_prior_BHU5LW.pt,1468,1000,1.4685,2.937,0.17938828
fc_prior_OB703T.pt,1471,1000,1.4715,2.943,0.17322991999999998
fc_prior_F8WIRM.pt,1480,1000,1.4805,2.961,0.18194281999999995
fc_prior_WX04EF.pt,1495,1000,1.4955,2.991,0.1910173
fc_prior_E3OGCV.pt,1508,1000,1.5085,3.017,0.19258077999999998
fc_prior_WPPO3I.pt,1518,1000,1.5185,3.037,0.17185993999999993
fc_prior_VZD0V6.pt,1523,1000,1.5235,3.047,0.19554025999999997
fc_prior_VDJ5L4.pt,1530,1000,1.5305,3.061,0.18293986
fc_prior_BP61US.pt,1533,1000,1.5335,3.067,0.18837802000000003
fc_prior_RSIE9M.pt,1538,1000,1.5385,3.077,0.18726702
fc_prior_E2AL4O.pt,1542,1000,1.5425,3.085,0.18574099999999993
fc_prior_6MJW0G.pt,1554,1000,1.5545,3.109,0.18984647999999996
fc_prior_RSIGQ9.pt,1567,1000,1.5675,3.135,0.18442805999999995
fc_prior_BDXZJE.pt,1579,1000,1.5795,3.159,0.24487006
fc_prior_IX4UZ8.pt,1602,1000,1.6025,3.205,0.15707616
fc_prior_643V7X.pt,1617,1000,1.6175,3.235,0.19678011999999995
fc_prior_HVTKCD.pt,1629,1000,1.6295,3.259,0.2017299
fc_prior_N721BE.pt,1642,1000,1.6425,3.285,0.18564703999999996
fc_prior_5EUXV8.pt,1642,1000,1.6425,3.285,0.19804182
fc_prior_DTOHJA.pt,1660,1000,1.6605,3.321,0.19487063999999996
fc_prior_Q9I404.pt,1680,1000,1.6805,3.361,0.15140388
fc_prior_2AB5X5.pt,1703,1000,1.7035,3.407,0.22092806000000004
fc_prior_92YINS.pt,1717,1000,1.7175,3.435,0.20236822000000004
fc_prior_9KO7TH.pt,1727,1000,1.7275,3.455,0.20805248000000007
fc_prior_3TPGSS.pt,1740,1000,1.7405,3.481,0.21427714
fc_prior_SAJI5Q.pt,1742,1000,1.7425,3.485,0.2862292799999999
fc_prior_CD1GZK.pt,1744,1000,1.7445,3.489,0.2249142
fc_prior_REGE3Q.pt,1752,1000,1.7525,3.505,0.28355900000000006
fc_prior_88JVE7.pt,1752,1000,1.7525,3.505,0.2265062
fc_prior_BBW0BM.pt,1766,1000,1.7665,3.533,0.21811899999999998
fc_prior_G2O476.pt,1770,1000,1.7705,3.541,0.20360516000000006
fc_prior_SVMQKB.pt,1771,1000,1.7715,3.543,0.21447349999999996
fc_prior_XGO0FS.pt,1777,1000,1.7775,3.555,0.20527033999999997
fc_prior_OMH4J8.pt,1778,1000,1.7785,3.557,0.17529433999999994
fc_prior_TJMB8F.pt,1779,1000,1.7795,3.559,0.20838160000000017
fc_prior_SPLHUZ.pt,1779,1000,1.7795,3.559,0.21588356
fc_prior_7MAVVA.pt,1779,1000,1.7795,3.559,0.27293271999999996
fc_prior_9RFEP7.pt,1780,1000,1.7805,3.561,0.20746952000000007
fc_prior_L5OYGS.pt,1784,1000,1.7845,3.569,0.21089692
fc_prior_L233UC.pt,1788,1000,1.7885,3.577,0.21560516
fc_prior_7K4D5H.pt,1791,1000,1.7915,3.583,0.23646854
fc_prior_DQVAKD.pt,1795,1000,1.7955,3.591,0.2731388400000001
fc_prior_RDNZME.pt,1800,1000,1.8005,3.601,0.22249934000000005
fc_prior_SG89E2.pt,1800,1000,1.8005,3.601,0.17815252
fc_prior_LQ2497.pt,1803,1000,1.8035,3.607,0.22712717999999998
fc_prior_Y0GW1C.pt,1804,1000,1.8045,3.609,0.22683043999999997
fc_prior_RTF4SY.pt,1807,1000,1.8075,3.615,0.22819193999999998
fc_prior_Z2L9E8.pt,1816,1000,1.8165,3.633,0.20745833999999996
fc_prior_4ZZQJY.pt,1820,1000,1.8205,3.641,0.2187367
fc_prior_JMOISK.pt,1821,1000,1.8215,3.643,0.22821144000000004
fc_prior_VH9WX0.pt,1825,1000,1.8255,3.651,0.21530219999999997
fc_prior_KHMOC8.pt,1829,1000,1.8295,3.659,0.17261608000000003
fc_prior_RPT82R.pt,1844,1000,1.8445,3.689,0.21657571999999994
fc_prior_CJVQ4N.pt,1850,1000,1.8505,3.701,0.17893350000000005
fc_prior_SNCI7L.pt,1852,1000,1.8525,3.705,0.19768012000000001
fc_prior_AYSLHL.pt,1860,1000,1.8605,3.721,0.23349036000000006
fc_prior_S2DRB3.pt,1861,1000,1.8615,3.723,0.23156800000000005
fc_prior_8646G5.pt,1861,1000,1.8615,3.723,0.26634502000000004
fc_prior_1XYAHM.pt,1875,1000,1.8755,3.751,0.23197337999999998
fc_prior_CMR6LN.pt,1890,1000,1.8905,3.781,0.22762778000000006
fc_prior_PPZI62.pt,1890,1000,1.8905,3.781,0.28280429999999995
fc_prior_2IJN8C.pt,1898,1000,1.8985,3.797,0.2495265399999999
fc_prior_3QLYUB.pt,1904,1000,1.9045,3.809,0.17037644
fc_prior_BVHQIN.pt,1905,1000,1.9055,3.811,0.22849404000000004
fc_prior_FLY6JT.pt,1915,1000,1.9155,3.831,0.17689924
fc_prior_GJWA02.pt,1925,1000,1.9255,3.851,0.22756365999999997
fc_prior_BD3GKW.pt,1930,1000,1.9305,3.861,0.24273900000000004
fc_prior_TAGL1R.pt,1932,1000,1.9325,3.865,0.24661619999999995
fc_prior_4MP5U1.pt,1933,1000,1.9335,3.867,0.24471215999999998
fc_prior_0VASBE.pt,1935,1000,1.9355,3.871,0.27342378000000006
fc_prior_DJ45C2.pt,1944,1000,1.9445,3.889,0.24709197999999993
fc_prior_8Q672W.pt,1946,1000,1.9465,3.893,0.19283370000000005
fc_prior_RQSU0M.pt,1953,1000,1.9535,3.907,0.23531338000000004
fc_prior_TSPGS6.pt,1955,1000,1.9555,3.911,0.23353182000000008
fc_prior_1LZBWI.pt,1957,1000,1.9575,3.915,0.23326872000000004
fc_prior_RTUOU7.pt,1958,1000,1.9585,3.917,0.23553316000000002
fc_prior_N666H6.pt,1961,1000,1.9615,3.923,0.2848553
fc_prior_OSUHUC.pt,1967,1000,1.9675,3.935,0.2354398000000001
fc_prior_RZA12J.pt,1968,1000,1.9685,3.937,0.23449588
fc_prior_Y23I2V.pt,1972,1000,1.9725,3.945,0.23883867999999997
fc_prior_T6PZKI.pt,1989,1000,1.9895,3.979,0.24960429999999995
fc_prior_GCSBK4.pt,1990,1000,1.9905,3.981,0.24569518
fc_prior_VSMEUS.pt,1997,1000,1.9975,3.995,0.24370711999999986
fc_prior_NPDYX2.pt,2006,1000,2.0065,4.013,0.27097447999999996
fc_prior_ZDAT1L.pt,2009,1000,2.0095,4.019,0.26987206
fc_prior_XF7SRG.pt,2016,1000,2.0165,4.033,0.3121381
fc_prior_BPLH83.pt,2021,1000,2.0215,4.043,0.2480819800000001
fc_prior_SN1NP9.pt,2029,1000,2.0295,4.059,0.25733204
fc_prior_ETXNKM.pt,2032,1000,2.0325,4.065,0.25377281999999995
fc_prior_QJL1YT.pt,2032,1000,2.0325,4.065,0.25427522
fc_prior_0C2AD3.pt,2037,1000,2.0375,4.075,0.2557753799999999
fc_prior_YBVY0M.pt,2042,1000,2.0425,4.085,0.25070751999999996
fc_prior_49K320.pt,2045,1000,2.0455,4.091,0.25465166000000006
fc_prior_2JD0YT.pt,2046,1000,2.0465,4.093,0.23302062000000004
fc_prior_N2JOS2.pt,2047,1000,2.0475,4.095,0.27608054000000004
fc_prior_E70ALA.pt,2047,1000,2.0475,4.095,0.25141689999999994
fc_prior_KVD4LN.pt,2048,1000,2.0485,4.097,0.26549291999999997
fc_prior_A6D6V2.pt,2049,1000,2.0495,4.099,0.24955172000000003
fc_prior_B9J2BQ.pt,2050,1000,2.0505,4.101,0.27152708
fc_prior_S1SJQW.pt,2055,1000,2.0555,4.111,0.2951551399999999
fc_prior_SKD5AC.pt,2058,1000,2.0585,4.117,0.26457800000000004
fc_prior_VQI5UX.pt,2061,1000,2.0615,4.123,0.25410426
fc_prior_XJMW43.pt,2064,1000,2.0645,4.129,0.27428146000000003
fc_prior_WYQ2HZ.pt,2066,1000,2.0665,4.133,0.25452172000000006
fc_prior_LHN52T.pt,2066,1000,2.0665,4.133,0.25647320000000007
fc_prior_ZASYV4.pt,2069,1000,2.0695,4.139,0.24203038000000002
fc_prior_8ZW5UF.pt,2070,1000,2.0705,4.141,0.26511461999999997
fc_prior_L6BK1T.pt,2075,1000,2.0755,4.151,0.25185145999999997
fc_prior_PNQ8RO.pt,2077,1000,2.0775,4.155,0.21606493999999996
fc_prior_338RIO.pt,2087,1000,2.0875,4.175,0.2558180400000001
fc_prior_SJOMWC.pt,2091,1000,2.0915,4.183,0.26044903999999997
fc_prior_OIOGI8.pt,2100,1000,2.1005,4.201,0.2699514
fc_prior_N75GHK.pt,2104,1000,2.1045,4.209,0.2628076
fc_prior_7ZQWS2.pt,2111,1000,2.1115,4.223,0.27463198000000005
fc_prior_ECLG2Q.pt,2112,1000,2.1125,4.225,0.25463447999999994
fc_prior_QOIMW5.pt,2115,1000,2.1155,4.231,0.26027853999999995
fc_prior_DZYPK3.pt,2116,1000,2.1165,4.233,0.25586791999999997
fc_prior_RSZ5BL.pt,2120,1000,2.1205,4.241,0.25817666
fc_prior_UPNITR.pt,2122,1000,2.1225,4.245,0.25865968
fc_prior_CEJXNH.pt,2122,1000,2.1225,4.245,0.25746569999999996
fc_prior_YU4MY9.pt,2122,1000,2.1225,4.245,0.27986529999999993
fc_prior_J62JH9.pt,2123,1000,2.1235,4.247,0.2570750599999999
fc_prior_8SIDPN.pt,2124,1000,2.1245,4.249,0.28779778
fc_prior_3FCF3L.pt,2135,1000,2.1355,4.271,0.32018678
fc_prior_Y6W4EC.pt,2143,1000,2.1435,4.287,0.26925254000000004
fc_prior_HL3IE1.pt,2144,1000,2.1445,4.289,0.28065688
fc_prior_U62RAE.pt,2148,1000,2.1485,4.297,0.25841548
fc_prior_D2OSUE.pt,2157,1000,2.1575,4.315,0.28408938
fc_prior_325VUQ.pt,2157,1000,2.1575,4.315,0.27327924000000003
fc_prior_WZ7I8E.pt,2161,1000,2.1615,4.323,0.2517308
fc_prior_WTQUUX.pt,2162,1000,2.1625,4.325,0.2752083000000001
fc_prior_GKQR5A.pt,2171,1000,2.1715,4.343,0.26914408000000006
fc_prior_FG8ZLU.pt,2171,1000,2.1715,4.343,0.26307426
fc_prior_I5OFN5.pt,2173,1000,2.1735,4.347,0.26937626
fc_prior_6BZ1LQ.pt,2176,1000,2.1765,4.353,0.26852815999999996
fc_prior_5MKW04.pt,2179,1000,2.1795,4.359,0.26220469999999996
fc_prior_8H3NMT.pt,2195,1000,2.1955,4.391,0.26201912
fc_prior_CQJ2MP.pt,2196,1000,2.1965,4.393,0.23709710000000006
fc_prior_01N3K7.pt,2198,1000,2.1985,4.397,0.20721576
fc_prior_8G8UOI.pt,2204,1000,2.2045,4.409,0.27364776
fc_prior_4311QW.pt,2207,1000,2.2075,4.415,0.28096770000000004
fc_prior_0KTWYO.pt,2211,1000,2.2115,4.423,0.26219000000000003
fc_prior_SDXPZY.pt,2213,1000,2.2135,4.427,0.26794072
fc_prior_OPD99K.pt,2214,1000,2.2145,4.429,0.27842896
fc_prior_7AY89R.pt,2217,1000,2.2175,4.435,0.3690302399999999
fc_prior_9KPFT2.pt,2222,1000,2.2225,4.445,0.26363358
fc_prior_1D3FK6.pt,2222,1000,2.2225,4.445,0.2638102
fc_prior_8L01LN.pt,2224,1000,2.2245,4.449,0.22946938
fc_prior_7KSVJJ.pt,2233,1000,2.2335,4.467,0.29413588
fc_prior_C5YISE.pt,2234,1000,2.2345,4.469,0.23898584000000003
fc_prior_9OXBBB.pt,2235,1000,2.2355,4.471,0.29824280000000003
fc_prior_FK222S.pt,2236,1000,2.2365,4.473,0.25903747999999993
fc_prior_5T51DC.pt,2237,1000,2.2375,4.475,0.30864272
fc_prior_TMGXN9.pt,2243,1000,2.2435,4.487,0.29077985999999995
fc_prior_EGLWUG.pt,2247,1000,2.2475,4.495,0.20934185999999996
fc_prior_DXSMHJ.pt,2251,1000,2.2515,4.503,0.21230430000000003
fc_prior_AT7RVC.pt,2252,1000,2.2525,4.505,0.20915972000000005
fc_prior_4U0KLT.pt,2255,1000,2.2555,4.511,0.29537386
fc_prior_H53V6C.pt,2257,1000,2.2575,4.515,0.27168121999999995
fc_prior_3W63XY.pt,2260,1000,2.2605,4.521,0.27369334
fc_prior_TIM02B.pt,2261,1000,2.2615,4.523,0.33330986
fc_prior_Y24CZ9.pt,2262,1000,2.2625,4.525,0.32580626
fc_prior_KM2CGQ.pt,2264,1000,2.2645,4.529,0.2773764000000001
fc_prior_CU3UA5.pt,2265,1000,2.2655,4.531,0.28436276000000005
fc_prior_X5BBCE.pt,2270,1000,2.2705,4.541,0.30033024
fc_prior_5TUMQ8.pt,2277,1000,2.2775,4.555,0.28934826
fc_prior_PA3NEO.pt,2286,1000,2.2865,4.573,0.30934038
fc_prior_6EZXO4.pt,2286,1000,2.2865,4.573,0.27284381999999996
fc_prior_ZD2FRS.pt,2292,1000,2.2925,4.585,0.2822719999999999
fc_prior_I7FS84.pt,2293,1000,2.2935,4.587,0.28017558000000004
fc_prior_XL6V22.pt,2293,1000,2.2935,4.587,0.31218702
fc_prior_IJKNCA.pt,2295,1000,2.2955,4.591,0.22634486000000004
fc_prior_A2VEU3.pt,2299,1000,2.2995,4.599,0.29500868
fc_prior_CSMYXA.pt,2300,1000,2.3005,4.601,0.34064176
fc_prior_597KKW.pt,2306,1000,2.3065,4.613,0.30326262
fc_prior_6JCU76.pt,2313,1000,2.3135,4.627,0.22587680000000007
fc_prior_CY3E5Z.pt,2323,1000,2.3235,4.647,0.28404929999999995
fc_prior_I79NG2.pt,2329,1000,2.3295,4.659,0.27737994
fc_prior_8GR2SB.pt,2332,1000,2.3325,4.665,0.28101822000000004
fc_prior_FMWT6P.pt,2338,1000,2.3385,4.677,0.2886923600000001
fc_prior_7CNIQB.pt,2339,1000,2.3395,4.679,0.059104520000000015
fc_prior_TZ1MJX.pt,2340,1000,2.3405,4.681,0.21975713999999996
fc_prior_PYVCX7.pt,2346,1000,2.3465,4.693,0.25788126
fc_prior_HPJ1ME.pt,2347,1000,2.3475,4.695,0.28913784
fc_prior_9YQCGA.pt,2349,1000,2.3495,4.699,0.29064008
fc_prior_2EWUBT.pt,2352,1000,2.3525,4.705,0.2817009999999999
fc_prior_2YA0XA.pt,3584,1000,3.5845,7.169,0.38809114000000006
fc_prior_1VUL0K.pt,3587,1000,3.5875,7.175,0.39270842000000017
fc_prior_BYOU83.pt,3588,1000,3.5885,7.177,0.3797635999999999
fc_prior_X0MMIL.pt,3591,1000,3.5915,7.183,0.41223022
fc_prior_S0Z0JA.pt,3591,1000,3.5915,7.183,0.42652229999999997
fc_prior_EJFT60.pt,3592,1000,3.5925,7.185,0.39777762000000005
fc_prior_VOZ1H6.pt,3594,1000,3.5945,7.189,0.3971108599999999
fc_prior_6RQ15C.pt,3601,1000,3.6015,7.203,0.41164172
fc_prior_L6P904.pt,3609,1000,3.6095,7.219,0.4009982000000001
fc_prior_7X045U.pt,3610,1000,3.6105,7.221,0.3885924200000001
fc_prior_7X0E8O.pt,3611,1000,3.6115,7.223,0.4386188800000001
fc_prior_M3L5CQ.pt,3612,1000,3.6125,7.225,0.4412452800000001
fc_prior_ID31AA.pt,3615,1000,3.6155,7.231,0.4096585
fc_prior_ZLMVM0.pt,3617,1000,3.6175,7.235,0.36193918
fc_prior_1J0R7Z.pt,3627,1000,3.6275,7.255,0.3878842199999999
fc_prior_Z681D1.pt,3628,1000,3.6285,7.257,0.40513972
fc_prior_PNNBEK.pt,3628,1000,3.6285,7.257,0.39088096
fc_prior_8SWMEV.pt,3630,1000,3.6305,7.261,0.40243970000000007
fc_prior_J4J921.pt,3634,1000,3.6345,7.269,0.3792659200000001
fc_prior_D6EFPS.pt,3634,1000,3.6345,7.269,0.38437666
fc_prior_XHQSG2.pt,3636,1000,3.6365,7.273,0.3694730400000001
fc_prior_5QR0TO.pt,3638,1000,3.6385,7.277,0.41483013999999996
