model_path,HW,CIN1,CIN2,CIN3,CIN4,latency
concat_prior_RG4ATA.pt,7,1874,655,0,0,0.18549066000000003
concat_prior_1XH0TW.pt,14,100,99,0,0,0.006386859999999999
concat_prior_K2B9JT.pt,14,2013,148,0,0,0.23634249999999996
concat_prior_1PW0I3.pt,28,572,526,216,111,0.23857118
concat_prior_2HM8V7.pt,14,440,525,0,0,0.23792330000000003
concat_prior_YLO2RG.pt,56,252,771,0,0,0.49486574000000005
concat_prior_P71LH8.pt,28,68,23,490,1170,0.3857680000000001
concat_prior_G1DG9W.pt,14,203,147,606,23,0.23928526000000003
concat_prior_5X3DQO.pt,14,93,1703,123,0,0.16574234000000002
concat_prior_CWF3Q4.pt,7,215,38,471,0,0.011326219999999998
concat_prior_OP1OWE.pt,14,131,840,86,0,0.153814
concat_prior_N8VYY5.pt,28,38,219,0,0,0.13541725999999998
concat_prior_5OV292.pt,14,130,1293,1292,0,0.16801185999999999
concat_prior_0BGJRW.pt,28,232,450,50,0,0.39596544
concat_prior_HXC363.pt,14,537,58,0,0,0.13560144000000002
concat_prior_Y6Q750.pt,14,2003,136,0,0,0.25748809999999994
concat_prior_7NK8BZ.pt,28,200,16,19,0,0.14376798
concat_prior_ZLSR8O.pt,28,1161,51,0,0,0.35985187999999996
concat_prior_FKSPS0.pt,56,509,151,22,836,1.0651923600000002
concat_prior_ZRSD9D.pt,7,497,73,528,510,0.025063479999999996
concat_prior_DBY11M.pt,28,10,110,650,558,0.3625036200000001
concat_prior_G6NCQT.pt,7,784,111,0,0,0.10306896000000002
concat_prior_3EH19H.pt,14,137,776,72,0,0.14483400000000002
concat_prior_EV2MGG.pt,14,417,5,183,1937,0.25819068
concat_prior_2G9LPN.pt,14,199,190,25,45,0.17124571999999996
concat_prior_026F1C.pt,14,166,930,0,0,0.12407419999999998
concat_prior_PI1N56.pt,14,432,500,213,249,0.22110062000000005
concat_prior_93PD9N.pt,28,535,1154,846,0,0.6005367199999999
concat_prior_PS868T.pt,56,520,1692,66,723,3.075451900000001
concat_prior_FWULTS.pt,56,1806,1018,956,537,5.763895240000002
concat_prior_JD8V9I.pt,14,7,930,223,0,0.18077341999999993
concat_prior_N87JWD.pt,14,5,1842,0,0,0.14702984000000002
concat_prior_HW0NXV.pt,14,508,79,0,0,0.11780866
concat_prior_PR1KNG.pt,14,447,507,0,0,0.18655092000000006
concat_prior_Y73U6R.pt,7,116,148,1181,843,0.18069486
concat_prior_SVC84O.pt,14,33,174,6,206,0.14751395999999997
concat_prior_FKD5QI.pt,7,47,534,495,517,0.021142759999999997
concat_prior_5A59BN.pt,56,25,1181,0,0,1.01343736
concat_prior_MG5G06.pt,14,999,784,12,0,0.19201079999999993
concat_prior_Y3ERDZ.pt,14,514,475,102,234,0.18403146000000004
concat_prior_0NUGGF.pt,56,551,137,132,0,0.6744502
concat_prior_I6QTEQ.pt,7,521,245,216,0,0.01204678
concat_prior_R3J33S.pt,56,63,167,26,321,0.32797024
concat_prior_CUC3MF.pt,7,685,108,87,162,0.11629224000000002
concat_prior_AE8K07.pt,7,265,187,45,260,0.01169476
concat_prior_OS6Q79.pt,28,251,190,175,122,0.3352414400000001
concat_prior_E68Q1R.pt,7,95,214,0,0,0.003635799999999999
concat_prior_C9NRHM.pt,7,524,984,0,0,0.10520453999999997
concat_prior_92KFFG.pt,14,460,1536,0,0,0.23333491999999997
concat_prior_BKDWFK.pt,14,168,688,39,175,0.19408869999999998
concat_prior_TLA52U.pt,14,88,769,8,817,0.16961982000000003
concat_prior_1QZSFA.pt,14,87,1406,71,0,0.14241681999999997
concat_prior_YEM7ZM.pt,7,129,46,41,210,0.004394859999999998
concat_prior_IWNNEC.pt,14,802,2015,147,509,0.18184748000000006
concat_prior_7KUQ1R.pt,7,55,538,158,0,0.013330040000000003
concat_prior_785O6Z.pt,14,38,2102,264,0,0.16704365999999995
concat_prior_7B7ZX9.pt,14,174,7,497,75,0.17535886
concat_prior_W5HGH1.pt,14,456,940,204,862,0.25016417999999996
concat_prior_POQVYK.pt,28,131,527,0,0,0.22156882000000003
concat_prior_COYJ22.pt,7,214,155,1001,432,0.1446151
concat_prior_2WULHP.pt,14,700,293,36,63,0.18377974000000002
concat_prior_LBRLOB.pt,7,978,32,0,0,0.10782329999999997
concat_prior_XGG1S7.pt,28,535,31,0,0,0.21636107999999993
concat_prior_RQ0866.pt,14,82,189,425,33,0.16363052
concat_prior_5LE2A5.pt,7,955,42,0,0,0.01853588
concat_prior_GCKV5G.pt,7,285,146,0,0,0.0074420799999999985
concat_prior_EY1DCX.pt,14,1766,135,160,113,0.21378066
concat_prior_ZSTQ25.pt,7,256,170,23,445,0.012686799999999998
concat_prior_X01LBP.pt,56,129,141,538,124,0.6140070799999999
concat_prior_8W98EO.pt,56,212,494,528,42,0.59779804
concat_prior_BQS24J.pt,14,683,236,168,0,0.18757349999999995
concat_prior_JWXF55.pt,28,529,76,921,263,0.5417654600000001
concat_prior_VRTELE.pt,14,199,161,0,0,0.16626877999999998
concat_prior_DYHQQK.pt,7,265,217,266,0,0.011282580000000002
concat_prior_IOD1BO.pt,7,816,7,0,0,0.09923776000000002
concat_prior_6SG0OA.pt,14,125,205,54,0,0.12302586000000003
concat_prior_6IWBS4.pt,14,493,188,0,0,0.18579162000000005
concat_prior_6AK9T0.pt,14,84,65,504,514,0.1560625
concat_prior_ON0OQA.pt,14,9,512,490,515,0.16435441999999995
concat_prior_LFWI0M.pt,7,233,196,0,0,0.00630296
concat_prior_KRYSLU.pt,28,100,223,0,0,0.23621326000000004
concat_prior_1XMQQ1.pt,56,242,431,0,0,0.4977626999999999
concat_prior_ZVD44U.pt,28,755,114,29,537,0.30787896
concat_prior_GHCE1X.pt,14,169,166,44,848,0.21234332000000003
concat_prior_0DUIAI.pt,7,1286,80,0,0,0.11480378
concat_prior_GSQMN6.pt,28,87,52,795,0,0.28609320000000005
concat_prior_G45XAE.pt,28,34,26,2144,810,0.14975780000000002
concat_prior_RTXMGE.pt,7,81,78,253,120,0.00502006
concat_prior_08GLTX.pt,14,91,31,0,0,0.01438381999999999
concat_prior_BMI33E.pt,56,191,984,138,526,1.3554536599999993
concat_prior_WPKMHB.pt,14,38,489,492,252,0.15275739999999996
concat_prior_9K6F6T.pt,14,88,272,18,96,0.13289668000000002
concat_prior_SSFRVD.pt,56,52,166,1025,99,0.9878738199999998
concat_prior_16D538.pt,14,116,173,0,0,0.0945184
concat_prior_D1ZH9U.pt,14,521,12,0,0,0.119358
concat_prior_GX1AS9.pt,14,539,149,802,0,0.2592608599999999
concat_prior_P8WA8Y.pt,7,361,528,21,14,0.014182739999999996
concat_prior_AMOKM4.pt,14,22,155,209,65,0.15596291999999998
concat_prior_A49VZ6.pt,28,169,203,0,0,0.20727722000000007
concat_prior_WFJ6SQ.pt,14,267,186,0,0,0.15265615999999999
concat_prior_V4QJSG.pt,28,2015,131,0,0,0.4968605400000001
concat_prior_ZPT750.pt,7,499,266,427,0,0.014845819999999996
concat_prior_SKP7PM.pt,7,183,996,0,0,0.11243823999999998
concat_prior_0YL9DS.pt,56,209,671,0,0,0.61483052
concat_prior_SX3KQO.pt,14,142,107,0,0,0.00913834
concat_prior_CDSHG1.pt,14,74,492,0,0,0.11461093999999995
concat_prior_6EDGS8.pt,7,806,40,0,0,0.10963106
concat_prior_FTEDDG.pt,14,138,973,1007,99,0.15434572000000002
concat_prior_BYHD98.pt,14,144,212,0,0,0.11908094000000002
concat_prior_DZYOW8.pt,14,146,99,1243,175,0.17360865999999997
concat_prior_WCINB0.pt,7,1034,987,553,116,0.21259683999999995
concat_prior_MKHWGX.pt,7,214,1187,0,0,0.10961238
concat_prior_C6F306.pt,14,226,180,0,0,0.15034545999999996
concat_prior_P8APT2.pt,14,502,108,12,369,0.1939476600000001
concat_prior_ANW4UC.pt,7,207,847,50,467,0.14070924
concat_prior_AZRZB6.pt,14,212,1001,196,651,0.19770178000000002
concat_prior_6SL7S5.pt,56,161,222,0,0,0.4022413199999999
concat_prior_JZKWA1.pt,7,169,625,182,0,0.011653900000000002
concat_prior_UDD9FI.pt,28,1432,215,1180,92,0.36397467999999994
concat_prior_I3GEO0.pt,56,148,107,0,0,0.35777488000000013
concat_prior_OD7PQP.pt,7,130,23,8,28,0.0033719600000000007
concat_prior_W369MN.pt,56,766,768,0,0,1.0276963200000002
concat_prior_NPFLJ6.pt,14,109,761,683,694,0.16857818
concat_prior_2GZTC5.pt,56,255,65,0,0,0.26080475999999997
concat_prior_C3ZNSC.pt,14,47,8,59,111,0.01501624
concat_prior_3IIJEP.pt,14,2015,1287,0,0,0.20095218000000006
concat_prior_2S3HX1.pt,14,194,12,0,0,0.08871861999999998
concat_prior_MDU9SA.pt,14,833,25,426,49,0.19006745999999997
concat_prior_XIA180.pt,14,74,509,521,51,0.15965339999999997
concat_prior_OFR5MO.pt,7,906,58,162,0,0.1124696
concat_prior_K7SD9B.pt,28,111,256,237,254,0.19152706000000008
concat_prior_D7RT1L.pt,56,4,986,114,0,0.7514967399999998
concat_prior_11P8HD.pt,56,197,169,0,0,0.36782323999999994
concat_prior_9XQZYN.pt,14,143,70,0,0,0.01005528
concat_prior_D83RCM.pt,28,992,45,0,0,0.27946224000000014
concat_prior_99LKGH.pt,7,114,89,0,0,0.01102276
concat_prior_HUAPH2.pt,14,2037,801,99,511,0.08645374
concat_prior_O9AVSM.pt,14,173,804,541,0,0.19563998000000002
concat_prior_PMBA05.pt,7,26,1710,201,0,0.10882184
concat_prior_H0I0YT.pt,7,514,522,782,207,0.19816748
concat_prior_3O8JTE.pt,14,210,337,185,21,0.20002510000000004
concat_prior_EZ3BXC.pt,14,513,491,72,7,0.18241668
concat_prior_0PCTPQ.pt,28,130,20,241,249,0.33383055999999994
concat_prior_NI3IYO.pt,14,93,133,535,0,0.1596911
concat_prior_KW75DU.pt,28,573,135,41,216,0.25198753999999995
concat_prior_WOYJ3V.pt,14,120,69,0,0,0.006395579999999999
concat_prior_3D21DG.pt,28,162,1269,134,36,0.51048742
concat_prior_EEJCKM.pt,14,540,18,0,0,0.13627798000000002
concat_prior_Y1EGXY.pt,56,431,29,811,93,1.1771676000000002
concat_prior_AN57XP.pt,14,150,185,0,0,0.10460311999999998
concat_prior_ZBHWVH.pt,28,195,124,246,0,0.30973064000000006
concat_prior_LP7VDY.pt,28,11,16,59,508,0.28560722000000005
concat_prior_QPYIQA.pt,14,958,226,0,0,0.20114434
concat_prior_6ZYJIR.pt,14,234,80,485,0,0.20473690000000005
concat_prior_PGBIHT.pt,28,253,75,0,0,0.2030608
concat_prior_JFEODD.pt,7,533,223,0,0,0.00891048
concat_prior_UBMAAH.pt,14,161,256,0,0,0.12320977999999996
concat_prior_1FME7R.pt,28,36,434,0,0,0.1612189
concat_prior_VR0PTF.pt,7,54,536,0,0,0.011475100000000002
concat_prior_1ZW1TO.pt,7,520,178,0,0,0.007678800000000001
concat_prior_BMQ9OV.pt,14,84,789,52,1332,0.2016834
concat_prior_QM3H1Z.pt,7,121,479,162,100,0.015603439999999998
concat_prior_BVR3OU.pt,7,171,29,119,0,0.004511300000000001
concat_prior_H4UZPL.pt,56,1268,973,2009,330,7.433920439999998
concat_prior_UE34RV.pt,7,107,536,0,0,0.01374506
concat_prior_NLXQ0E.pt,7,804,15,0,0,0.10722622000000001
concat_prior_HBVT4Y.pt,7,30,241,194,0,0.012862019999999998
concat_prior_40IPJ0.pt,7,150,8,105,22,0.003671560000000001
concat_prior_VPGXKJ.pt,7,510,2019,239,0,0.15220891999999997
concat_prior_BG6D3C.pt,28,272,96,56,0,0.1972467599999999
concat_prior_DHRGOF.pt,14,174,702,0,0,0.21268898
concat_prior_GEM1Z5.pt,14,483,197,86,0,0.2011743
concat_prior_N6YRG7.pt,14,982,133,0,0,0.17108415999999999
concat_prior_CDVAUI.pt,7,254,809,0,0,0.10668633999999998
concat_prior_0VFTAN.pt,14,249,176,248,224,0.22716710000000007
concat_prior_63UBYE.pt,14,4,18,272,0,0.09736097999999997
concat_prior_9GCOZA.pt,56,417,187,108,995,1.29444952
concat_prior_RHI3J9.pt,14,1004,90,974,178,0.18530119999999997
concat_prior_FXLM69.pt,14,114,185,0,0,0.08667309999999999
concat_prior_ZK5107.pt,28,23,245,323,384,0.23684652000000006
concat_prior_8JBIRW.pt,7,27,128,166,126,0.00471172
concat_prior_S502ND.pt,7,255,528,0,0,0.0110493
concat_prior_XIJ5XP.pt,14,68,97,75,200,0.1384982
concat_prior_R95IOU.pt,28,928,93,98,0,0.30416071999999994
concat_prior_2JXICR.pt,7,168,1010,0,0,0.09121552
concat_prior_4YZV8O.pt,28,575,443,0,0,0.28930737999999995
concat_prior_UHJ7IY.pt,14,762,132,188,0,0.038134379999999996
concat_prior_7R9PTS.pt,14,10,498,829,0,0.23336461999999997
concat_prior_CZUZSL.pt,7,944,162,0,0,0.10951184000000001
concat_prior_3PVRSV.pt,56,61,148,139,150,0.30534108000000004
concat_prior_E0DLQG.pt,28,144,107,0,0,0.18256589999999992
concat_prior_7CBZFG.pt,56,795,805,91,225,1.6679804200000001
concat_prior_ZJRQ2C.pt,28,10,236,0,0,0.14652008000000005
concat_prior_KOJDQB.pt,7,65,1154,541,77,0.14111036000000005
concat_prior_2W2ZIV.pt,28,475,165,441,1115,0.48922894
concat_prior_M947WB.pt,28,489,20,453,414,0.26053206
concat_prior_53O17M.pt,28,215,171,491,47,0.14255785999999998
concat_prior_SIZ2H0.pt,56,529,6,104,0,0.46138572000000005
concat_prior_P9R17U.pt,7,38,33,189,992,0.13314598
concat_prior_SC6L45.pt,56,848,13,207,203,1.0139917600000004
concat_prior_TLLZ2Z.pt,14,134,15,0,0,0.004604519999999998
concat_prior_ZB1FW1.pt,14,1004,626,1010,0,0.2114381
concat_prior_MU27TA.pt,28,50,1022,109,66,0.2671372
concat_prior_10H942.pt,7,109,140,0,0,0.014727539999999999
concat_prior_MA0HMD.pt,14,86,47,25,1884,0.14370966000000002
concat_prior_57DD9V.pt,14,5,217,0,0,0.10624595999999999
concat_prior_IZIJ7S.pt,56,152,91,0,0,0.36505556000000006
concat_prior_UPTPFA.pt,28,5,1018,0,0,0.20890525999999998
concat_prior_46J48G.pt,28,11,952,0,0,0.19277629999999996
concat_prior_F8AXL9.pt,7,10,1685,0,0,0.12325866000000003
concat_prior_4I4RQR.pt,7,1892,178,53,14,0.15366814
concat_prior_MDFELY.pt,14,789,78,199,103,0.2549491799999999
concat_prior_Z05D4D.pt,14,533,215,487,100,0.23407040000000012
concat_prior_FRDTBM.pt,56,1165,449,0,0,1.2762974
concat_prior_APG2CL.pt,14,106,144,52,0,0.015244939999999995
concat_prior_US93MA.pt,14,173,159,0,0,0.13606478
concat_prior_NL062G.pt,7,1688,985,204,89,0.20457149999999996
concat_prior_ZVP1PF.pt,28,984,199,0,0,0.30993238
concat_prior_NJ5FKP.pt,7,74,234,0,0,0.005660099999999997
concat_prior_26ZOF8.pt,7,858,269,0,0,0.11100206000000004
concat_prior_X86YU9.pt,28,178,67,538,0,0.2649283599999999
concat_prior_IGSWRF.pt,14,348,1010,0,0,0.22027454000000002
concat_prior_B15ORJ.pt,28,522,564,0,0,0.3425816
concat_prior_S3WO44.pt,56,986,125,969,0,1.7097794399999997
concat_prior_9WAP4T.pt,14,1954,64,260,70,0.20916753999999999
concat_prior_XTFH6R.pt,14,7,173,837,0,0.16678879999999996
concat_prior_SLZJ3Z.pt,56,47,195,76,182,0.5244343
concat_prior_S2WU08.pt,14,188,203,1639,256,0.18937756
concat_prior_C8ROGS.pt,28,90,159,0,0,0.18747682000000002
concat_prior_SYS51K.pt,7,251,42,499,138,0.01461306
concat_prior_DMPSPV.pt,7,136,197,245,468,0.017028360000000003
concat_prior_4H09Y7.pt,14,102,209,0,0,0.09030736
concat_prior_BOHA49.pt,28,163,25,149,0,0.20322864
concat_prior_T7OXEC.pt,28,462,410,78,202,0.24524185999999992
concat_prior_4QM1CM.pt,56,226,830,216,0,0.9273157599999999
concat_prior_64Y10R.pt,7,460,172,41,0,0.008592639999999997
concat_prior_MRRUE3.pt,28,22,49,237,0,0.03976584
concat_prior_WNRXDU.pt,14,201,84,0,0,0.13811934
concat_prior_ME6IDQ.pt,14,119,209,0,0,0.09101369999999998
concat_prior_OLSH71.pt,28,39,162,0,0,0.14847028
concat_prior_65Y35S.pt,14,5,161,0,0,0.00509766
concat_prior_J1CPU6.pt,14,666,2046,0,0,0.21512815999999998
concat_prior_7YXIDB.pt,14,154,103,214,0,0.1294359
concat_prior_DCEAYX.pt,7,22,75,0,0,0.016220079999999998
concat_prior_EYZ8Z5.pt,14,266,2050,125,1668,0.21353609999999995
concat_prior_JZUKPP.pt,14,257,262,494,44,0.19857934000000005
concat_prior_V3HME4.pt,56,398,508,219,324,1.00202386
concat_prior_CW6WEJ.pt,14,1594,199,148,0,0.25340618000000004
concat_prior_R1SX94.pt,14,519,1167,0,0,0.19476676
concat_prior_81CG45.pt,7,500,103,47,45,0.008878700000000002
concat_prior_2J8EYQ.pt,7,114,119,231,103,0.00504034
concat_prior_X2RTM3.pt,56,862,155,0,0,0.6874064399999998
concat_prior_X09KII.pt,7,8,268,795,0,0.10885804
concat_prior_0CUTH8.pt,28,59,204,1010,99,0.30003682000000004
concat_prior_UETRPV.pt,28,535,258,849,157,0.34737390000000007
concat_prior_XD3RIB.pt,14,268,50,0,0,0.10110975999999998
concat_prior_83VPO0.pt,14,151,16,535,0,0.15361108
concat_prior_PHPJM1.pt,7,362,938,31,187,0.12310524000000003
concat_prior_OFYLHC.pt,14,24,20,0,0,0.014082439999999998
concat_prior_GVX5M8.pt,28,251,109,199,88,0.39675414
concat_prior_MSKUUV.pt,14,492,262,0,0,0.17049135999999993
concat_prior_LWRX2Y.pt,14,934,117,36,625,0.19196027999999987
concat_prior_V3QPJP.pt,7,74,999,272,0,0.11330354
concat_prior_9AJOID.pt,14,530,1149,189,251,0.22613545999999993
concat_prior_4S5ZH5.pt,28,484,5,1987,537,0.5241966000000001
concat_prior_LTNWFU.pt,28,1008,243,0,0,0.25402330000000006
concat_prior_2QTNVB.pt,56,1291,1007,133,676,3.0568032799999996
concat_prior_J2XYVH.pt,14,175,10,119,0,0.15295258
concat_prior_VBDQ50.pt,14,1961,135,141,64,0.22055096000000002
concat_prior_3ZJ1CQ.pt,56,48,196,32,0,0.27410215999999993
concat_prior_8CF6QT.pt,14,66,1010,0,0,0.13052202
concat_prior_JJMPVP.pt,14,57,71,16,0,0.006297000000000001
concat_prior_S4GEX4.pt,14,556,529,0,0,0.23789448
concat_prior_E876WZ.pt,14,206,426,0,0,0.18055458000000002
concat_prior_M30VKI.pt,7,170,762,151,269,0.12661424
concat_prior_W4C1AB.pt,14,112,509,182,110,0.19437126
concat_prior_Y3XYU5.pt,56,264,221,36,494,0.4281498000000001
concat_prior_MWQD3R.pt,28,71,34,0,0,0.11496642
concat_prior_SMRI94.pt,14,802,232,102,267,0.24165496
concat_prior_48C6Z8.pt,7,207,14,0,0,0.011647320000000008
concat_prior_A93193.pt,7,201,62,539,232,0.012094860000000002
concat_prior_F9IM1J.pt,14,137,675,0,0,0.1311044
concat_prior_HVCX7M.pt,14,157,206,0,0,0.10790608
concat_prior_TFW7GD.pt,28,151,269,0,0,0.25438589999999994
concat_prior_9FD96J.pt,7,388,497,0,0,0.009319720000000004
concat_prior_3B68XX.pt,56,202,532,0,0,0.4603123800000001
concat_prior_WJHPH3.pt,7,2019,34,0,0,0.017994200000000002
concat_prior_HLR95W.pt,14,452,237,127,0,0.21373190000000006
concat_prior_ZG1QWS.pt,7,888,319,503,131,0.16813914000000005
concat_prior_9GGQOU.pt,28,560,158,0,0,0.25496312000000004
concat_prior_AF242K.pt,56,622,200,0,0,0.6054444000000001
concat_prior_N26LB7.pt,14,279,179,53,0,0.16890567999999995
concat_prior_FE5DO6.pt,7,64,21,272,245,0.005115779999999999
concat_prior_OMFAO0.pt,14,222,717,0,0,0.20028862
concat_prior_MW4386.pt,14,113,434,0,0,0.12729456
concat_prior_NVYKHL.pt,28,847,178,1919,169,0.5863518200000001
concat_prior_442YY8.pt,7,216,2085,0,0,0.11907992000000006
concat_prior_HS7ACR.pt,56,74,208,270,0,0.19520757999999994
concat_prior_WKVBCM.pt,7,500,150,244,0,0.011416039999999995
concat_prior_ORC49P.pt,56,189,195,189,0,0.25033328
concat_prior_SST28H.pt,14,1013,121,502,512,0.19096100000000005
concat_prior_MY8EPQ.pt,56,135,533,37,1161,1.2102348399999996
concat_prior_F0ZZQ9.pt,14,89,222,0,0,0.09647532
concat_prior_F4K4QD.pt,14,106,201,212,979,0.15528966
concat_prior_QUKYWH.pt,56,97,993,202,94,1.1352496200000002
concat_prior_RINGAG.pt,7,167,15,0,0,0.01611712
concat_prior_H9BOKI.pt,56,1016,823,1058,752,3.537098500000001
concat_prior_T0DYS5.pt,14,1041,61,697,34,0.18664808
concat_prior_3HQ6DT.pt,56,260,294,37,111,0.26703530000000003
concat_prior_XY3HR9.pt,7,82,786,178,88,0.10975778000000001
concat_prior_UBIPPI.pt,14,193,2020,522,0,0.20258574000000004
concat_prior_MMHTVZ.pt,14,255,505,0,0,0.17320776
concat_prior_TGSGE0.pt,7,198,164,118,0,0.00515998
concat_prior_BK9QGS.pt,14,537,767,39,237,0.17632662000000004
concat_prior_ZBWMN5.pt,14,1006,4,0,0,0.13852054
concat_prior_WKQ37J.pt,56,81,484,143,0,0.2901627399999999
concat_prior_4H8LWR.pt,56,542,254,124,421,1.2003651
concat_prior_1ZWGRK.pt,7,1147,528,189,246,0.15832090000000001
concat_prior_0G5NUT.pt,7,186,98,18,102,0.00455204
concat_prior_HVXA1L.pt,28,219,77,0,0,0.18624112
concat_prior_79QZZM.pt,7,529,67,0,0,0.01050532
concat_prior_V96L7E.pt,14,164,495,115,772,0.1678509
concat_prior_DYNJA2.pt,14,148,118,2050,3,0.15183882
concat_prior_F5MT97.pt,56,101,922,489,0,1.3198719400000005
concat_prior_PYUK7W.pt,56,225,194,0,0,0.42063439999999985
concat_prior_0U5DPL.pt,14,979,170,212,92,0.21842534
concat_prior_9IW33M.pt,56,828,9,93,2112,3.4581443000000003
concat_prior_VF27Z0.pt,14,3,209,996,0,0.18534706
concat_prior_E4LWSM.pt,56,529,29,464,528,1.1318605199999998
concat_prior_QDXYO0.pt,14,160,91,256,0,0.12966541999999998
concat_prior_7ZCP1S.pt,14,26,524,47,279,0.16337154
concat_prior_RVPXL9.pt,28,500,103,115,69,0.28794612
concat_prior_GEMWUA.pt,28,152,210,251,452,0.28704566000000004
concat_prior_ATISG3.pt,56,202,209,1140,257,1.2528283000000002
concat_prior_V5PYRT.pt,28,101,145,164,0,0.24749880000000005
concat_prior_USXQXG.pt,14,96,417,25,0,0.13858749999999997
concat_prior_Y1TEZO.pt,7,1081,215,341,0,0.0236544
concat_prior_B0EVOH.pt,14,133,442,0,0,0.12982232000000005
concat_prior_OD8HCH.pt,14,35,248,44,145,0.16219574
concat_prior_ZHM36S.pt,56,1026,112,535,0,1.2172535399999997
concat_prior_VPC8WJ.pt,28,542,262,2019,92,0.5352874799999999
concat_prior_IFOWW3.pt,28,198,201,209,0,0.19731878000000005
concat_prior_1MQXU6.pt,14,175,137,16,499,0.23677122
concat_prior_XCTGSX.pt,14,999,225,445,816,0.24765585999999998
concat_prior_9R30DK.pt,56,152,514,62,0,0.5704326399999999
